game_date,season,Team,Relinquished,Notes,player
2010-11-27,2010-11,Wizards,John Wall ,bruised right knee (P) / sore left knee (CBC) (DNP),John Wall
2010-11-28,2010-11,Blazers,Sean Marks,sprained right ankle (DNP),Sean Marks
2010-11-28,2010-11,Clippers,Randy Foye,strained left hamstring (DNP),Randy Foye
2010-11-28,2010-11,Knicks,Ronny Turiaf,placed on IL with sore left knee,Ronny Turiaf
2010-11-28,2010-11,Knicks,Toney Douglas,bruised right quadriceps (DNP),Toney Douglas
2010-11-28,2010-11,Lakers,Devin Ebanks,gastroenteritis (DNP),Devin Ebanks
2010-11-28,2010-11,Nets,Joe Smith ,placed on IL,Joe Smith
2010-11-28,2010-11,Nuggets,Renaldo Balkman,placed on IL,Renaldo Balkman
2010-11-28,2010-11,Pacers,Paul George,placed on IL,Paul George
2010-11-28,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-11-28,2010-11,Raptors,Reggie Evans,broken right foot (DNP),Reggie Evans
2010-11-29,2010-11,Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut
2010-11-29,2010-11,Bucks,Corey Maggette,illness (DNP),Corey Maggette
2010-11-29,2010-11,Bucks,Drew Gooden,left foot injury (DNP),Drew Gooden
2010-11-29,2010-11,Hornets,Aaron Gray,placed on IL,Aaron Gray
2010-11-29,2010-11,Thunder,B.J. Mullens,placed on IL,Byron Mullens
2010-11-29,2010-11,Wizards,John Wall ,bruised right knee (P) (DNP),John Wall
2010-11-30,2010-11,Celtics,Delonte West,surgery to repair broken right wrist,Delonte West
2010-11-30,2010-11,Grizzlies,Darrell Arthur,placed on IL with strained left groin,Darrell Arthur
2010-11-30,2010-11,Magic,Malik Allen,placed on IL,Malik Allen
2010-12-01,2010-11,Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut
2010-12-01,2010-11,Bulls,Brian Scalabrine,placed on IL,Brian Scalabrine
2010-12-01,2010-11,Clippers,Randy Foye,placed on IL with strained left hamstring,Randy Foye
2010-12-01,2010-11,Hawks,Joe Johnson,placed on IL with loose particle in right elbow,Joe Johnson
2010-12-01,2010-11,Magic,J.J. Redick,placed on IL with stomach virus,JJ Redick
2010-12-01,2010-11,Mavericks,Dominique Jones,placed on IL,Dominique Jones
2010-12-01,2010-11,Nets,Devin Harris,placed on IL with sprained left knee,Devin Harris
2010-12-01,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-12-01,2010-11,Raptors,Reggie Evans,placed on IL recovering from surgery to repair broken right foot,Reggie Evans
2010-12-01,2010-11,Thunder,Kevin Durant,placed on IL with sprained left knee,Kevin Durant
2010-12-01,2010-11,Wizards,Hamady N'Diaye,placed on IL,Hamady Ndiaye
2010-12-02,2010-11,Hawks,Joe Johnson,arthroscopic surgery on right elbow to remove loose particle (out indefinitely),Joe Johnson
2010-12-03,2010-11,76ers,Darius Songaila,placed on IL,Darius Songaila
2010-12-03,2010-11,Blazers,Luke Babbitt,placed on IL,Luke Babbitt
2010-12-03,2010-11,Bobcats,DeSagana Diop,placed on IL (P),DeSagana Diop
2010-12-03,2010-11,Bulls,Kurt Thomas,placed on IL,Kurt Thomas
2010-12-03,2010-11,Clippers,Willie Warren,placed on IL,Willie Warren
2010-12-03,2010-11,Grizzlies,DeMarre Carroll,placed on IL,DeMarre Carroll
2010-12-03,2010-11,Hornets,David West,stomach virus (DNP),David West
2010-12-03,2010-11,Magic,Dwight Howard,stomach virus (DNP),Dwight Howard
2010-12-03,2010-11,Magic,Jameer Nelson,stomach virus (DNP),Jameer Nelson
2010-12-03,2010-11,Magic,Mickael Pietrus,placed on IL with stomach flu,Mickael Pietrus
2010-12-03,2010-11,Nuggets,Melvin Ely,placed on IL,Melvin Ely
2010-12-03,2010-11,Pacers,Jeff Foster,placed on IL,Jeff Foster
2010-12-03,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-12-03,2010-11,Wizards,Nick Young,placed on IL with bruised left thigh,Nick Young
2010-12-03,2010-11,Magic,J.J. Redick,stomach virus (DNP),JJ Redick
2010-12-04,2010-11,Bucks,Drew Gooden,placed on IL with left foot injury,Drew Gooden
2010-12-04,2010-11,Bulls,Brian Scalabrine,placed on IL,Brian Scalabrine
2010-12-04,2010-11,Cavaliers,J.J. Hickson,placed on IL with illness,JJ Hickson
2010-12-04,2010-11,Cavaliers,Joey Graham,placed on IL with illness,Joey Graham
2010-12-04,2010-11,Magic,Dwight Howard,stomach virus (DNP),Dwight Howard
2010-12-04,2010-11,Magic,J.J. Redick,stomach virus (DNP),JJ Redick
2010-12-04,2010-11,Magic,Jameer Nelson,stomach virus (DNP),Jameer Nelson
2010-12-04,2010-11,Magic,Ryan Anderson,sprained right foot (DNP),Ryan Anderson
2010-12-04,2010-11,Timberwolves,Anthony Tolliver,placed on IL with sprained MCL in right knee,Anthony Tolliver
2010-12-04,2010-11,Timberwolves,Michael Beasley,sprained right ankle (DNP),Michael Beasley
2010-12-05,2010-11,Cavaliers,Manny Harris,placed on IL,Manny Harris
2010-12-05,2010-11,Cavaliers,Samardo Samuels,placed on IL,Samardo Samuels
2010-12-05,2010-11,Celtics,Rajon Rondo,strained hamstring (DNP),Rajon Rondo
2010-12-05,2010-11,Hornets,Didier Mbenga ,placed on IL with illness,DJ Mbenga
2010-12-05,2010-11,Nets,Ben Uzoh,placed on IL,Ben Uzoh
2010-12-05,2010-11,Nuggets,Chris Andersen,placed on IL with fracture in lower back,Chris Andersen
2010-12-05,2010-11,Raptors,Peja Stojakovic,sore/swollen left knee (DNP),Peja Stojakovic
2010-12-05,2010-11,Thunder,D.J. White,sprained right ankle (DTD),DJ White
2010-12-05,2010-11,Thunder,Morris Peterson,placed on IL,Morris Peterson
2010-12-05,2010-11,Warriors,Rodney Carney,sprained left foot (DTD),Rodney Carney
2010-12-05,2010-11,Wizards,Kevin Seraphin,placed on IL (P),Kevin Seraphin
2010-12-06,2010-11,Bucks,Brian Skinner,placed on IL,Brian Skinner
2010-12-06,2010-11,Bulls,Kurt Thomas,placed on IL,Kurt Thomas
2010-12-06,2010-11,Clippers,Chris Kaman,placed on IL with sprained left ankle,Chris Kaman
2010-12-06,2010-11,Hawks,Jordan Crawford,placed on IL,Jordan Crawford
2010-12-06,2010-11,Knicks,Bill Walker,placed on IL,Henry Walker
2010-12-06,2010-11,Magic,Jameer Nelson,stomach flu (DNP),Jameer Nelson
2010-12-06,2010-11,Magic,Ryan Anderson,placed on IL,Ryan Anderson
2010-12-06,2010-11,Bucks,Drew Gooden,patella tendinitis in left foot (DNP),Drew Gooden
2010-12-07,2010-11,Mavericks,Tyson Chandler,placed on IL with stomach flu,Tyson Chandler
2010-12-07,2010-11,Nets,Stephen Graham,placed on IL,Stephen Graham
2010-12-07,2010-11,Warriors,Rodney Carney,placed on IL with sprained left ankle,Rodney Carney
2010-12-07,2010-11,Wizards,Andray Blatche,placed on IL with bruised hip,Andray Blatche
2010-12-08,2010-11,Bucks,Drew Gooden,placed on IL,Drew Gooden
2010-12-08,2010-11,Bulls,Brian Scalabrine,placed on IL,Brian Scalabrine
2010-12-08,2010-11,Cavaliers,Jamario Moon,placed on IL,Jamario Moon
2010-12-08,2010-11,Hornets,Aaron Gray,placed on IL,Aaron Gray
2010-12-08,2010-11,Jazz,Kyrylo Fesenko,sprained left ankle (DNP),Kyrylo Fesenko
2010-12-08,2010-11,Knicks,Andy Rautins,placed on IL,Andy Rautins
2010-12-08,2010-11,Nuggets,Carmelo Anthony,right knee inflammation (DNP),Carmelo Anthony
2010-12-08,2010-11,Pacers,Dahntay Jones,placed on IL,Dahntay Jones
2010-12-08,2010-11,Pistons,DaJuan Summers,placed on IL,DaJuan Summers
2010-12-08,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-12-08,2010-11,Timberwolves,Darko Milicic,bruised right quadriceps (DNP),Darko Milicic
2010-12-08,2010-11,Wizards,John Wall ,sore left foot (DNP),John Wall
2010-12-09,2010-11,76ers,Jason Kapono,placed on IL with calf injury,Jason Kapono
2010-12-09,2010-11,Celtics,Shaquille O'Neal,sore right calf (P) / sore left knee (CBC) (DNP),Shaquille O'Neal
2010-12-09,2010-11,Mavericks,Alex Ajinca,placed on IL,Alexis Ajinca
2010-12-09,2010-11,Nets,Ben Uzoh,placed on IL,Ben Uzoh
2010-12-09,2010-11,Nets,Derrick Favors,placed on IL with bruised thigh,Derrick Favors
2010-12-10,2010-11,Bobcats,Tyrus Thomas,quadriceps injury (DTD),Tyrus Thomas
2010-12-10,2010-11,Hawks,Zaza Pachulia,illness (DTD),Zaza Pachulia
2010-12-10,2010-11,Jazz,Raja Bell,groin injury (DTD),Raja Bell
2010-12-10,2010-11,Raptors,Jose Calderon,sore left foot (DTD),Jose Calderon
2010-12-10,2010-11,Thunder,Nenad Krstic,back injury (DTD),Nenad Krstic
2010-12-10,2010-11,Warriors,Stephen Curry,sprained right ankle (DTD),Stephen Curry
2010-12-11,2010-11,Bobcats,Sherron Collins,placed on IL,Sherron Collins
2010-12-11,2010-11,Bobcats,Tyrus Thomas,placed on IL,Tyrus Thomas
2010-12-11,2010-11,Bulls,Kurt Thomas,placed on IL,Kurt Thomas
2010-12-11,2010-11,Cavaliers,Ryan Hollins,stomach virus (DTD),Ryan Hollins
2010-12-11,2010-11,Hawks,Zaza Pachulia,placed on IL with illness,Zaza Pachulia
2010-12-11,2010-11,Jazz,Kyrylo Fesenko,sprained left ankle (DNP),Kyrylo Fesenko
2010-12-11,2010-11,Jazz,Raja Bell,strained right abductor (DNP),Raja Bell
2010-12-11,2010-11,Nuggets,Carmelo Anthony,right knee patella tendinitis (DNP),Carmelo Anthony
2010-12-11,2010-11,Pacers,Jeff Foster,placed on IL,Jeff Foster
2010-12-11,2010-11,Raptors,Jose Calderon,placed on IL with left foot injury,Jose Calderon
2010-12-11,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-12-11,2010-11,Thunder,B.J. Mullens,placed on IL,Byron Mullens
2010-12-11,2010-11,Warriors,Stephen Curry,placed on IL with sprained left ankle (P),Stephen Curry
2010-12-11,2010-11,Wizards,Kevin Seraphin,placed on IL,Kevin Seraphin
2010-12-12,2010-11,Magic,Chris Duhon,strained lower back (DNP),Chris Duhon
2010-12-12,2010-11,Nets,Damion James,placed on IL with broken right foot,Damion James
2010-12-12,2010-11,Nets,Troy Murphy,placed on IL,Troy Murphy
2010-12-12,2010-11,Thunder,Nenad Krstic,placed on IL with sprained lower back,Nenad Krstic
2010-12-13,2010-11,Bucks,Brian Skinner,placed on IL,Brian Skinner
2010-12-13,2010-11,Grizzlies,DeMarre Carroll,placed on IL,DeMarre Carroll
2010-12-13,2010-11,Hornets,Didier Mbenga ,placed on IL,DJ Mbenga
2010-12-13,2010-11,Jazz,Raja Bell,strained right abductor (DNP),Raja Bell
2010-12-13,2010-11,Mavericks,Alex Ajinca,placed on IL (P),Alexis Ajinca
2010-12-13,2010-11,Nets,Damion James,surgery to insert screw to repair broken right foot (out indefinitely),Damion James
2010-12-13,2010-11,Pacers,A.J. Price,placed on IL,AJ Price
2010-12-13,2010-11,Pacers,Danny Granger,placed on IL with sprained left ankle,Danny Granger
2010-12-14,2010-11,Bobcats,DeSagana Diop,placed on IL,DeSagana Diop
2010-12-14,2010-11,Bobcats,Eduardo Najera,placed on IL,Eduardo Najera
2010-12-14,2010-11,Kings,Tyreke Evans,left foot injury (DTD),Tyreke Evans
2010-12-14,2010-11,Lakers,Devin Ebanks,placed on IL,Devin Ebanks
2010-12-14,2010-11,Magic,Mickael Pietrus,sprained left knee (DNP),Mickael Pietrus
2010-12-14,2010-11,Magic,Quentin Richardson,sore left elbow (DNP),Quentin Richardson
2010-12-14,2010-11,Nets,Terrence Williams,placed on IL,Terrence Williams
2010-12-14,2010-11,Nuggets,Chauncey Billups,sprained right wrist (DNP),Chauncey Billups
2010-12-14,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-12-14,2010-11,Timberwolves,Kosta Koufos,placed on IL,Kosta Koufos
2010-12-14,2010-11,Timberwolves,Sundiata Gaines,placed on IL,Sundiata Gaines
2010-12-14,2010-11,Wizards,Andray Blatche,placed on IL with sore left knee,Andray Blatche
2010-12-14,2010-11,Wizards,John Wall ,placed on IL with right knee tendinitis (P) / sore left foot (CBC),John Wall
2010-12-15,2010-11,Bobcats,Gerald Wallace,placed on IL with sprained left ankle,Gerald Wallace
2010-12-15,2010-11,Bucks,John Salmons,back spasms (DNP),John Salmons
2010-12-15,2010-11,Bulls,Joakim Noah,torn ligament in right thumb (out indefinitely),Joakim Noah
2010-12-15,2010-11,Bulls,Kurt Thomas,placed on IL (P),Kurt Thomas
2010-12-15,2010-11,Celtics,Shaquille O'Neal,sore right calf (DNP),Shaquille O'Neal
2010-12-15,2010-11,Clippers,Willie Warren,placed on IL,Willie Warren
2010-12-15,2010-11,Hornets,Aaron Gray,placed on IL,Aaron Gray
2010-12-15,2010-11,Raptors,Andrea Bargnani,sore left knee (DNP),Andrea Bargnani
2010-12-15,2010-11,Raptors,Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic
2010-12-15,2010-11,Suns,Garret Siler,placed on IL,Garret Siler
2010-12-15,2010-11,Wizards,Jianlian Yi,sprained right knee (out indefinitely),Yi Jianlian
2010-12-15,2010-11,Lakers,Joe Smith ,placed on IL,Joe Smith
2010-12-16,2010-11,Bulls,Joakim Noah,surgery on right thumb to repair torn ligament (out indefinitely),Joakim Noah
2010-12-16,2010-11,Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo
2010-12-16,2010-11,Celtics,Shaquille O'Neal,sore right calf (DNP),Shaquille O'Neal
2010-12-16,2010-11,Hawks,Jamal Crawford,placed on IL with sore back,Jamal Crawford
2010-12-16,2010-11,Nets,Anthony Morrow,strained right hamstring (DNP),Anthony Morrow
2010-12-16,2010-11,Nets,Sasha Vujacic,placed on IL,Sasha Vujacic
2010-12-16,2010-11,Nuggets,Chauncey Billups,torn ligament in right wrist (DNP),Chauncey Billups
2010-12-16,2010-11,Rockets,Yao Ming,stress fracture in left ankle (out for season),Yao Ming
2010-12-16,2010-11,Spurs,Tiago Splitter,strained right adductor (DTD),Tiago Splitter
2010-12-16,2010-11,Wizards,John Wallace,right knee tendinitis (DNP),John Wall
2010-12-16,2010-11,Wizards,Jianlian Yi,placed on IL with sprained right knee,Yi Jianlian
2010-12-17,2010-11,Blazers,Brandon Roy,sore left knee (DNP),Brandon Roy
2010-12-17,2010-11,Cavaliers,Joey Graham,placed on IL with partially torn right quadriceps,Joey Graham
2010-12-17,2010-11,Cavaliers,Leon Powe,placed on IL with finger injury,Leon Powe
2010-12-17,2010-11,Hawks,Jordan Crawford,placed on IL,Jordan Crawford
2010-12-17,2010-11,Jazz,Jeremy Evans,placed on IL,Jeremy Evans
2010-12-17,2010-11,Lakers,Devin Ebanks,placed on IL,Devin Ebanks
2010-12-17,2010-11,Nets,Anthony Morrow,placed on IL,Anthony Morrow
2010-12-17,2010-11,Pacers,Paul George,placed on IL,Paul George
2010-12-17,2010-11,Pistons,Austin Daye,placed on IL with strained hamstring,Austin Daye
2010-12-17,2010-11,Raptors,Peja Stojakovic,placed on IL with swollen left knee,Peja Stojakovic
2010-12-17,2010-11,Raptors,Sonny Weems,sore lower back (DNP),Sonny Weems
2010-12-17,2010-11,Thunder,Morris Peterson,placed on IL,Morris Peterson
2010-12-17,2010-11,Timberwolves,Lazar Hayward,placed on IL,Lazar Hayward
2010-12-18,2010-11,Blazers,Brandon Roy,sore left knee (DNP),Brandon Roy
2010-12-18,2010-11,Blazers,Joel Przybilla,placed on IL with left ankle injury,Joel Przybilla
2010-12-18,2010-11,Blazers,Marcus Camby,sore right shoulder (DNP),Marcus Camby
2010-12-18,2010-11,Blazers,Nicolas Batum,sore right shoulder (DNP),Nicolas Batum
2010-12-18,2010-11,Bulls,Joakim Noah,placed on IL recovering from surgery on right thumb to repair torn ligament,Joakim Noah
2010-12-18,2010-11,Clippers,Brian Cook,placed on IL with sprained right ankle,Brian Cook
2010-12-18,2010-11,Jazz,Gordon Hayward,placed on IL,Gordon Hayward
2010-12-18,2010-11,Nuggets,Chauncey Billups,torn ligament in right wrist (DNP),Chauncey Billups
2010-12-18,2010-11,Spurs,George Hill,sprained right big toe (DNP),George Hill
2010-12-18,2010-11,Timberwolves,Darko Milicic,placed on IL with sprained ankle,Darko Milicic
2010-12-18,2010-11,Timberwolves,Nikola Pekovic,placed on IL with sprained left ankle,Nikola Pekovic
2010-12-18,2010-11,Warriors,Andris Biedrins,placed on IL with sprained left ankle,Andris Biedrins
2010-12-18,2010-11,Wizards,John Wallace,placed on IL with right knee tendinitis,John Wall
2010-12-19,2010-11,Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo
2010-12-19,2010-11,Kings,Jason Thompson,placed on IL with lacerated right ring finger,Jason Thompson
2010-12-19,2010-11,Lakers,Derrick Caracter,placed on IL,Derrick Caracter
2010-12-19,2010-11,Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross
2010-12-19,2010-11,Pacers,Josh McRoberts,placed on IL with abdominal strain,Josh McRoberts
2010-12-19,2010-11,Pistons,Richard Hamilton,upset stomach (DNP),Richard Hamilton
2010-12-19,2010-11,Pistons,Rodney Stuckey,sore left big toe (DNP),Rodney Stuckey
2010-12-19,2010-11,Raptors,Andrea Bargnani,sore right ankle (DNP),Andrea Bargnani
2010-12-19,2010-11,Raptors,Sonny Weems,back spasms (DNP),Sonny Weems
2010-12-19,2010-11,Rockets,Ish Smith,placed on IL,Ish Smith
2010-12-19,2010-11,Rockets,Jared Jeffries,placed on IL,Jared Jeffries
2010-12-20,2010-11,Blazers,Brandon Roy,sore left knee (DNP),Brandon Roy
2010-12-20,2010-11,Blazers,Marcus Camby,strained right shoulder (DNP),Marcus Camby
2010-12-20,2010-11,Bucks,Brandon Jennings,placed on IL with broken bone in left foot,Brandon Jennings
2010-12-20,2010-11,Bucks,Corey Maggette,placed on IL with concussion,Corey Maggette
2010-12-20,2010-11,Clippers,Craig Smith,back injury (out indefinitely),Craig Smith
2010-12-20,2010-11,Heat,Jamaal Magloire,placed on IL,Jamaal Magloire
2010-12-20,2010-11,Hornets,Marcus Banks,placed on IL (P),Marcus Banks
2010-12-20,2010-11,Jazz,Mehmet Okur,placed on IL with sprained right ankle,Mehmet Okur
2010-12-20,2010-11,Pacers,Dahntay Jones,placed on IL,Dahntay Jones
2010-12-20,2010-11,Spurs,George Hill,sprained right big toe (DNP),George Hill
2010-12-20,2010-11,Timberwolves,Sundiata Gaines,placed on IL,Sundiata Gaines
2010-12-20,2010-11,Warriors,Dan Gadzuric,strained left groin (DNP),Dan Gadzuric
2010-12-20,2010-11,Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino
2010-12-21,2010-11,Bobcats,DeSagana Diop,placed on IL,DeSagana Diop
2010-12-21,2010-11,Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino
2010-12-21,2010-11,Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden
2010-12-21,2010-11,Bulls,Taj Gibson,placed on IL with concussion,Taj Gibson
2010-12-21,2010-11,Magic,Malik Allen,sprained left ankle (DNP),Malik Allen
2010-12-21,2010-11,Mavericks,Steve Novak,placed on IL,Steve Novak
2010-12-21,2010-11,Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross
2010-12-21,2010-11,Warriors,Dan Gadzuric,strained left groin (DNP),Dan Gadzuric
2010-12-22,2010-11,76ers,Darius Songaila,placed on IL,Darius Songaila
2010-12-22,2010-11,Bulls,John Lucas III,placed on IL,John Lucas III
2010-12-22,2010-11,Cavaliers,Samardo Samuels,placed on IL,Samardo Samuels
2010-12-22,2010-11,Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo
2010-12-22,2010-11,Clippers,Craig Smith,placed on IL with herniated disc in lower back,Craig Smith
2010-12-22,2010-11,Hawks,Etan Thomas,placed on IL,Etan Thomas
2010-12-22,2010-11,Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross
2010-12-22,2010-11,Nuggets,Melvin Ely,placed on IL,Melvin Ely
2010-12-22,2010-11,Pistons,DaJuan Summers,placed on IL,DaJuan Summers
2010-12-22,2010-11,Raptors,Jerryd Bayless,food poisoning (DNP),Jerryd Bayless
2010-12-22,2010-11,Raptors,Sonny Weems,back spasms (DNP),Sonny Weems
2010-12-22,2010-11,Spurs,George Hill,sprained right big toe (DNP),George Hill
2010-12-22,2010-11,Timberwolves,Sebastian Telfair,placed on IL with plantar fasciitis in right foot,Sebastian Telfair
2010-12-22,2010-11,Wizards,Hamady N'Diaye,placed on IL,Hamady Ndiaye
2010-12-23,2010-11,Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino
2010-12-23,2010-11,Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden
2010-12-23,2010-11,Heat,Dwyane Wade,placed on IL with sore left knee,Dwyane Wade
2010-12-23,2010-11,Magic,Daniel Orton,arthroscopic surgery on left knee (out for season),Daniel Orton
2010-12-23,2010-11,Magic,Malik Allen,placed on IL with sprained left ankle,Malik Allen
2010-12-23,2010-11,Spurs,George Hill,sprained right big toe (DNP),George Hill
2010-12-23,2010-11,Suns,Vince Carter,placed on IL with sore left knee,Vince Carter
2010-12-25,2010-11,Blazers,Brandon Roy,sore left knee (DNP),Brandon Roy
2010-12-25,2010-11,Celtics,Rajon Rondo,placed on IL with sprained left ankle,Rajon Rondo
2010-12-25,2010-11,Celtics,Semih Erden,stomach virus (DTD),Semih Erden
2010-12-25,2010-11,Heat,Jamaal Magloire,placed on IL,Jamaal Magloire
2010-12-25,2010-11,Lakers,Devin Ebanks,placed on IL,Devin Ebanks
2010-12-25,2010-11,Magic,Jason Williams,sore left foot (DNP),Jason Williams
